home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,home_goals,away_goals,Attendance,Venue,Officials,Date,Score,Referee,Notes,Round,Host,Year
Paraguay,Scotland,3,,,2,,,Aurelio Gonzalez,Juan Bautista Agüero,Dawson Walker,Tommy Younger,Juan Bautista Agüero · 4|Cayetano Ré · 45|José Parodi · 73,Jackie Mudie · 24|Bobby Collins · 76,11665,"Idrottsparken, Norrkï¿½Ping",Vincenzo Orlandini (Referee) · Juan Gardeazabal (AR1) · Bengt Andren (AR2),1958-06-11,3–2,Vincenzo Orlandini,,Group stage,Sweden,1958
Brazil,England,0,,,0,,,Vicente Feola,Hilderaldo Bellini,Walter Winterbottom,Billy Wright,,,40895,"Nya Ullevi, Gothenburg",Albert Dusch (Referee) · Bertil Loeoew (AR1) · Istvan Zsolt (AR2),1958-06-11,0–0,Albert Dusch,,Group stage,Sweden,1958
Mexico,Wales,1,,,1,,,Antonio Lopez,Antonio Carbajal,James Murphy,Dave Bowen,Jaime Belmonte · 89,Ivor Allchurch · 32,15150,"Rasunda Stadium, Solna",Leo Lemesic (Referee) · Nikolaj Latychev (AR1) · Jose Maria Codesal (AR2),1958-06-11,1–1,Leo Lemesic,,Group stage,Sweden,1958
Sweden,Mexico,3,,,0,,,George Raynor,Nils Liedholm,Antonio Lopez,Antonio Carbajal,Agne Simonsson · 17|Nils Liedholm (P) · 57|Agne Simonsson · 64,,34107,"Rasunda Stadium, Solna",Nikolaj Latychev (Referee) · Jack Mowat (AR1) · Arne Eriksson (AR2),1958-06-08,3–0,Nikolaj Latychev,,Group stage,Sweden,1958
Northern Ireland,Czechoslovakia,1,,,0,,,Peter Doherty,Danny Blanchflower,Karel Kolsky,Ladislav Novák,Wilbur Cush · 20,,10647,"Orjans Vall, Halmstad",Fritz Seipelt (Referee) · Arthur Ellis (AR1) · Joaquim Fernandes Campos (AR2),1958-06-08,1–0,Fritz Seipelt,,Group stage,Sweden,1958
Hungary,Wales,1,,,1,,,Lajos Baroti,Nándor Hidegkuti,James Murphy,Dave Bowen,József Bozsik · 5,John Charles · 27,15343,"Jarnvallen, Sandviken",Jose Maria Codesal (Referee) · Leo Lemesic (AR1) · Lucien Van Nuffel (AR2),1958-06-08,1–1,Jose Maria Codesal,,Group stage,Sweden,1958
Yugoslavia,Scotland,1,,,1,,,Aleksandar Tirnanic,Branko Zebec,Dawson Walker,Tommy Younger,Aleksandar Petaković · 6,Jimmy Murray · 49,9591,"Arosvallen, Vasteras",Paul Wyssling (Referee) · Vincenzo Orlandini (AR1) · Martin Macko (AR2),1958-06-08,1–1,Paul Wyssling,,Group stage,Sweden,1958
Brazil,Austria,3,,,0,,,Vicente Feola,Hilderaldo Bellini,Josef Argauer,Gerhard Hanappi,José Altafini · 38|Nílton Santos · 49|José Altafini · 89,,17788,"Rimnersvallen, Udevalla",Maurice Guigue (Referee) · Albert Dusch (AR1) · Jan Bronkhorst (AR2),1958-06-08,3–0,Maurice Guigue,,Group stage,Sweden,1958
Soviet Union,England,2,,,2,,,Gavril Kachalin,Nikita Simonyan,Walter Winterbottom,Billy Wright,Nikita Simonyan · 13|Aleksandr Ivanov · 55,Derek Kevan · 66|Tom Finney (P) · 85,49348,"Nya Ullevi, Gothenburg",Istvan Zsolt (Referee) · Birger Nilsen (AR1) · Carl Frederik Jorgensen (AR2),1958-06-08,2–2,Istvan Zsolt,,Group stage,Sweden,1958
France,Paraguay,7,,,3,,,Albert Batteaux,Robert Jonquet,Aurelio Gonzalez,Juan Bautista Agüero,Just Fontaine · 24|Just Fontaine · 30|Roger Piantoni · 52|Maryan Wisnieski · 61|Just Fontaine · 67|Raymond Kopa · 70|Jean Vincent · 83,Florencio Amarilla · 20|Florencio Amarilla (P) · 44|Jorge Lino Romero · 50,16518,"Idrottsparken, Norrkï¿½Ping",Juan Gardeazabal (Referee) · Benjamin Griffiths (AR1) · Juan Brozzi (AR2),1958-06-08,7–3,Juan Gardeazabal,,Group stage,Sweden,1958
Argentina,West Germany,1,,,3,,,Guillermo Stabile,Pedro Dellacha,Sepp Herberger,Hans Schäfer,Oreste Corbatta · 2,Helmut Rahn · 32|Uwe Seeler · 40|Helmut Rahn · 79,31156,"Malmo Stadion, Malmï¿½",Reginald Leafe (Referee) · Leo Helge (AR1) · Sten Ahlner (AR2),1958-06-08,1–3,Reginald Leafe,,Group stage,Sweden,1958
Germany,Hungary,3,,,2,,,Sepp Herberger,Fritz Walter,Gusztav Sebes,Ferenc Puskás,Max Morlock · 10|Helmut Rahn · 18|Helmut Rahn · 84,Ferenc Puskás · 6|Zoltán Czibor · 8,62500,"Wankdorf Stadium, Berne",William Ling (Referee) · Vincenzo Orlandini (AR1) · Benjamin Griffiths (AR2),1954-07-04,3–2,William Ling,,Final,Switzerland,1954
Austria,Uruguay,3,,,1,,,Walter Nausch,Ernst Ocwirk,Juan Lopez,William Martínez,Ernst Stojaspal (P) · 16|Luis Cruz (OG) · 59|Ernst Ocwirk · 79,Juan Hohberg · 22,32000,"Hardturm, Zurich",Paul Wyssling (Referee) · Istvan Zsolt (AR1) · Arthur Ellis (AR2),1954-07-03,3–1,Paul Wyssling,,Third-place match,Switzerland,1954
Hungary,Uruguay,4,,,2,,,Gusztav Sebes,József Bozsik,Juan Lopez,William Martínez,Zoltán Czibor · 12|Nándor Hidegkuti · 47|Sándor Kocsis · 109|Sándor Kocsis · 116,Juan Hohberg · 75|Juan Hohberg · 86,45000,"La Pontaise, Lausanne",Benjamin Griffiths (Referee) · Charlie Faultless (AR1) · Raymond Vincenti (AR2),1954-06-30,4–2,Benjamin Griffiths,Required Extra Time,Semi-finals,Switzerland,1954
Germany,Austria,6,,,1,,,Sepp Herberger,Fritz Walter,Walter Nausch,Ernst Ocwirk,Hans Schäfer · 31|Max Morlock · 47|Fritz Walter (P) · 54|Ottmar Walter · 61|Fritz Walter (P) · 64|Ottmar Walter · 89,Erich Probst · 51,58000,"St. Jakob, Basel",Vincenzo Orlandini (Referee) · Arthur Ellis (AR1) · Fritz Buchmueller (AR2),1954-06-30,6–1,Vincenzo Orlandini,,Semi-finals,Switzerland,1954
Germany,Yugoslavia,2,,,0,,,Sepp Herberger,Fritz Walter,Aleksandar Tirnanic,Rajko Mitić,Ivica Horvat (OG) · 9|Helmut Rahn · 85,,17000,"Charmilles, Geneva",Istvan Zsolt (Referee) · Laurent Franken (AR1) · Fritz Buchmueller (AR2),1954-06-27,2–0,Istvan Zsolt,,Quarter-finals,Switzerland,1954
Hungary,Brazil,4,,,2,,,Gusztav Sebes,József Bozsik,Zeze Moreira,Bauer,Nándor Hidegkuti · 4|Sándor Kocsis · 7|Mihály Lantos (P) · 60|József Bozsik · 71|Sándor Kocsis · 88,Djalma Santos (P) · 18|Júlio Botelho · 65|Nílton Santos · 71|Humberto Tozzi · 79,40000,"Wankdorf Stadium, Berne",Arthur Ellis (Referee) · William Ling (AR1) · Paul Wyssling (AR2),1954-06-27,4–2,Arthur Ellis,,Quarter-finals,Switzerland,1954
Uruguay,England,4,,,2,,,Juan Lopez,Obdulio Varela,Walter Winterbottom,Billy Wright,Carlos Borges · 5|Obdulio Varela · 39|Juan Alberto Schiaffino · 46|Javier Ambrois · 78,Nat Lofthouse · 16|Tom Finney · 67,28000,"St. Jakob, Basel",Carl Steiner (Referee) · Vasa Stefanovic (AR1) · Vincenzo Orlandini (AR2),1954-06-26,4–2,Carl Steiner,,Quarter-finals,Switzerland,1954
Switzerland,Austria,5,,,7,,,Karl Rappan,Roger Bocquet,Walter Nausch,Ernst Ocwirk,Robert Ballaman · 16|Josef Hügi · 17|Josef Hügi · 19|Robert Ballaman · 39|Josef Hügi · 60,Theodor Wagner · 25|Alfred Körner · 26|Theodor Wagner · 27|Ernst Ocwirk · 32|Alfred Körner · 34|Theodor Wagner · 53|Erich Probst · 76,35000,"La Pontaise, Lausanne",Charlie Faultless (Referee) · Manuel Asensi (AR1) · Emil Schmetzer (AR2),1954-06-26,5–7,Charlie Faultless,,Quarter-finals,Switzerland,1954
Germany,Turkey,7,,,2,,,Sepp Herberger,Fritz Walter,Sandro Puppo,Lefter Küçükandonyadis,Ottmar Walter · 7|Hans Schäfer · 12|Max Morlock · 30|Max Morlock · 60|Fritz Walter · 62|Max Morlock · 77|Hans Schäfer · 79,Mustafa Ertan · 21|Lefter Küçükandonyadis · 82,17000,"Hardturm, Zurich",Raymond Vincenti (Referee) · Charlie Faultless (AR1) · Ernst Doerflinger (AR2),1954-06-23,7–2,Raymond Vincenti,,Group stage play-off,Switzerland,1954
Switzerland,Italy,4,,,1,,,Karl Rappan,Roger Bocquet,Lajos Czeizler,Egisto Pandolfini,Josef Hügi · 14|Robert Ballaman · 48|Josef Hügi · 85|Jacques Fatton · 90,Fulvio Nesti · 67,30000,"St. Jakob, Basel",Benjamin Griffiths (Referee) · Jose Da Costa Vieira (AR1) · William Ling (AR2),1954-06-23,4–1,Benjamin Griffiths,,Group stage play-off,Switzerland,1954
Hungary,Germany,8,,,3,,,Gusztav Sebes,Ferenc Puskás,Sepp Herberger,Fritz Walter,Sándor Kocsis · 3|Ferenc Puskás · 17|Sándor Kocsis · 21|Nándor Hidegkuti · 52|Nándor Hidegkuti · 54|Sándor Kocsis · 69|József Tóth · 75|Sándor Kocsis · 78,Alfred Pfaff · 25|Helmut Rahn · 77|Richard Herrmann · 84,56000,"St. Jakob, Basel",William Ling (Referee) · Werner Schicker (AR1) · Benjamin Griffiths (AR2),1954-06-20,8–3,William Ling,,Group stage,Switzerland,1954
Turkey,Korea Republic,7,,,0,,,Sandro Puppo,Turgay Şeren,Yong Shik Kim,Park Kyu-chung,Suat Mamat · 10|Lefter Küçükandonyadis · 18|Suat Mamat · 30|Burhan Sargun · 37|Burhan Sargun · 64|Burhan Sargun · 70|Erol Keskin · 76,,4000,"Charmilles, Geneva",Esteban Marino (Referee) · Vincenzo Orlandini (AR1) · Ernest Schonholzer (AR2),1954-06-20,7–0,Esteban Marino,,Group stage,Switzerland,1954
Italy,Belgium,4,,,1,,,Lajos Czeizler,Egisto Pandolfini,Doug Livingstone,Joseph Mermans,Egisto Pandolfini (P) · 41|Carlo Galli · 48|Amleto Frignani · 58|Benito Lorenzi · 78,Léopold Anoul · 81,24000,"Comunale di Cornaredo, Lugano",Carl Steiner (Referee) · Raymond Vincenti (AR1) · Emil Schmetzer (AR2),1954-06-20,4–1,Carl Steiner,,Group stage,Switzerland,1954
Switzerland,England,0,,,2,,,Karl Rappan,Roger Bocquet,Walter Winterbottom,Billy Wright,,Jimmy Mullen · 43|Dennis Wilshaw · 69,43500,"Wankdorf Stadium, Berne",Istvan Zsolt (Referee) · Jose Da Costa Vieira (AR1) · Vasa Stefanovic (AR2),1954-06-20,0–2,Istvan Zsolt,,Group stage,Switzerland,1954
Uruguay,Scotland,7,,,0,,,Juan Lopez,Obdulio Varela,Andy Battie,Willie Cunningham,Carlos Borges · 17|Óscar Míguez · 30|Carlos Borges · 47|Julio Abbadie · 54|Carlos Borges · 57|Óscar Míguez · 83|Julio Abbadie · 85,,34000,"St. Jakob, Basel",Vincenzo Orlandini (Referee) · Paul Wyssling (AR1) · Denilo Guidi (AR2),1954-06-19,7–0,Vincenzo Orlandini,,Group stage,Switzerland,1954
Brazil,Yugoslavia,1,,,1,,,Zeze Moreira,Bauer,Aleksandar Tirnanic,Rajko Mitić,Didi · 69,Branko Zebec · 48,24637,"La Pontaise, Lausanne",Charlie Faultless (Referee) · Arthur Ellis (AR1) · Albert Von Gunter (AR2),1954-06-19,1–1,Charlie Faultless,Required Extra Time,Group stage,Switzerland,1954
Austria,Czechoslovakia,5,,,0,,,Walter Nausch,Ernst Ocwirk,Josef Cejp,Ladislav Novák,Ernst Stojaspal · 3|Erich Probst · 4|Erich Probst · 21|Erich Probst · 24|Ernst Stojaspal · 65,,26000,"Hardturm, Zurich",Vasa Stefanovic (Referee) · Ernst Doerflinger (AR1) · Josef Gulde (AR2),1954-06-19,5–0,Vasa Stefanovic,,Group stage,Switzerland,1954
France,Mexico,3,,,2,,,Pierre Pibarot,Roger Marche,Antonio Lopez,José Naranjo,Jean Vincent · 19|Raúl Cárdenas (OG) · 46|Raymond Kopa (P) · 88,José Luis Lamadrid · 54|Tomás Balcázar · 85,19000,"Charmilles, Geneva",Manuel Asensi (Referee) · Laurent Franken (AR1) · Rene Baumberger (AR2),1954-06-19,3–2,Manuel Asensi,,Group stage,Switzerland,1954
Switzerland,Italy,2,,,1,,,Karl Rappan,Roger Bocquet,Lajos Czeizler,Giampiero Boniperti,Robert Ballaman · 18|Josef Hügi · 78,Giampiero Boniperti · 44,43000,"La Pontaise, Lausanne",Mario Viana (Referee) · Manuel Asensi (AR1) · Esteban Marino (AR2),1954-06-17,2–1,Mario Viana,,Group stage,Switzerland,1954
Hungary,Korea Republic,9,,,0,,,Gusztav Sebes,Ferenc Puskás,Yong Shik Kim,Min Byung-dae,Ferenc Puskás · 12|Mihály Lantos · 18|Sándor Kocsis · 24|Sándor Kocsis · 36|Sándor Kocsis · 50|Zoltán Czibor · 59|Péter Palotás · 75|Péter Palotás · 83|Ferenc Puskás · 89,,13000,"Hardturm, Zurich",Raymond Vincenti (Referee) · Albert Von Gunter (AR1) · Carl Steiner (AR2),1954-06-17,9–0,Raymond Vincenti,,Group stage,Switzerland,1954
Germany,Turkey,4,,,1,,,Sepp Herberger,Fritz Walter,Sandro Puppo,Turgay Şeren,Hans Schäfer · 14|Bernhard Klodt · 52|Ottmar Walter · 60|Max Morlock · 84,Suat Mamat · 2,28000,"Wankdorf Stadium, Berne",Jose Da Costa Vieira (Referee) · Istvan Zsolt (AR1) · Armand Merlotti (AR2),1954-06-17,4–1,Jose Da Costa Vieira,,Group stage,Switzerland,1954
England,Belgium,4,,,4,,,Walter Winterbottom,Billy Wright,Doug Livingstone,Joseph Mermans,Ivor Broadis · 26|Nat Lofthouse · 36|Ivor Broadis · 63|Nat Lofthouse · 91,Léopold Anoul · 5|Henri Coppens · 67|Léopold Anoul · 71|Jimmy Dickinson (OG) · 94,14000,"St. Jakob, Basel",Emil Schmetzer (Referee) · Fritz Buchmueller (AR1) · Willy Ruffli (AR2),1954-06-17,4–4,Emil Schmetzer,Required Extra Time,Group stage,Switzerland,1954
Uruguay,Czechoslovakia,2,,,0,,,Juan Lopez,Obdulio Varela,Oldrich Nejedly,Ladislav Novák,Óscar Míguez · 71|Juan Alberto Schiaffino · 84,,20500,"Wankdorf Stadium, Berne",Arthur Ellis (Referee) · William Ling (AR1) · Werner Schicker (AR2),1954-06-16,2–0,Arthur Ellis,,Group stage,Switzerland,1954
Yugoslavia,France,1,,,0,,,Aleksandar Tirnanic,Stjepan Bobek,Pierre Pibarot,Robert Jonquet,Miloš Milutinović · 15,,16000,"La Pontaise, Lausanne",Benjamin Griffiths (Referee) · Rene Baumberger (AR1) · Manuel Asensi (AR2),1954-06-16,1–0,Benjamin Griffiths,,Group stage,Switzerland,1954
Brazil,Mexico,5,,,0,,,Zeze Moreira,Bauer,Antonio Lopez,José Naranjo,Baltazar · 23|Didi · 30|José Lázaro Robles · 34|José Lázaro Robles · 43|Júlio Botelho · 69,,13470,"Charmilles, Geneva",Paul Wyssling (Referee) · Ernest Schonholzer (AR1) · Jose Da Costa Vieira (AR2),1954-06-16,5–0,Paul Wyssling,,Group stage,Switzerland,1954
Austria,Scotland,1,,,0,,,Walter Nausch,Kurt Schmied,Andy Battie,Willie Cunningham,Erich Probst · 33,,25000,"Hardturm, Zurich",Laurent Franken (Referee) · Mario Viana (AR1) · Josef Gulde (AR2),1954-06-16,1–0,Laurent Franken,,Group stage,Switzerland,1954
Sweden,Spain,3,,,1,,,George Raynor,Erik Nilsson,Guillermo Eizaguirre,Telmo Zarra,Stig Sundqvist · 15|Bror Mellberg · 33|Karl-Erik Palmér · 80,Telmo Zarra · 82,11227,"Pacaembu, Sao Paulo",Karel Van Der Meer (Referee) · Jean Lutz (AR1) · Prudencio Garcia (AR2),1950-07-16,3–1,Karel Van Der Meer,,Final stage,Brazil,1950
Uruguay,Brazil,2,,,1,,,Juan Lopez,Obdulio Varela,Flavio Costa,Augusto da Costa,Juan Alberto Schiaffino · 66|Alcides Ghiggia · 79,Friaça · 47,173850,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",George Reader (Referee) · Arthur Ellis (AR1) · George Mitchell (AR2),1950-07-16,2–1,George Reader,,Final stage,Brazil,1950
Brazil,Spain,6,,,1,,,Flavio Costa,Augusto da Costa,Guillermo Eizaguirre,Agustín Gaínza,José Parra Martínez (OG) · 15|Jair da Rosa Pinto · 21|Francisco Aramburu · 31|Francisco Aramburu · 55|Ademir · 57|Zizinho · 67,Silvestre Igoa · 71,152772,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Reginald Leafe (Referee) · George Mitchell (AR1) · Jose Da Costa Vieira (AR2),1950-07-13,6–1,Reginald Leafe,,Final stage,Brazil,1950
Uruguay,Sweden,3,,,2,,,Juan Lopez,Obdulio Varela,George Raynor,Erik Nilsson,Alcides Ghiggia · 39|Óscar Míguez · 77|Óscar Míguez · 85,Karl-Erik Palmér · 5|Stig Sundqvist · 40,7987,"Pacaembu, Sao Paulo",Giovanni Galeati (Referee) · Alois Beranek (AR1) · Cayetano De Nicola (AR2),1950-07-13,3–2,Giovanni Galeati,,Final stage,Brazil,1950
Brazil,Sweden,7,,,1,,,Flavio Costa,Augusto da Costa,George Raynor,Erik Nilsson,Ademir · 17|Ademir · 36|Francisco Aramburu · 39|Ademir · 52|Ademir · 58|Maneca · 85|Francisco Aramburu · 88,Sune Andersson (P) · 67,138886,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Arthur Ellis (Referee) · Prudencio Garcia (AR1) · Charles De La Salle (AR2),1950-07-09,7–1,Arthur Ellis,,Final stage,Brazil,1950
Uruguay,Spain,2,,,2,,,Juan Lopez,Obdulio Varela,Guillermo Eizaguirre,Agustín Gaínza,Alcides Ghiggia · 29|Obdulio Varela · 73,Estanislau Basora · 37|Estanislau Basora · 39,44802,"Pacaembu, Sao Paulo",Benjamin Griffiths (Referee) · Generoso Dattilo (AR1) · Alfredo Alvarez (AR2),1950-07-09,2–2,Benjamin Griffiths,,Final stage,Brazil,1950
Chile,United States,5,,,2,,,Arturo Bucciardi,Sergio Livingstone,Bill Jeffrey,Walter Bahr,George Robledo · 16|Atilio Cremaschi · 32|Andrés Prieto · 54|Atilio Cremaschi · 60|Fernando Riera · 82,Frank Wallace · 47|Joe Maca (P) · 48,8501,"Ilha do Retiro, Recife",Mario Gardelli (Referee) · Mario Ruben Heyen (AR1) · Alfredo Alvarez (AR2),1950-07-02,5–2,Mario Gardelli,,Group stage,Brazil,1950
Italy,Paraguay,2,,,0,,,Ferruccio Novo,Riccardo Carapellese,Manuel Fleitas Solich,César López Fretes,Riccardo Carapellese · 12|Egisto Pandolfini · 63,,25811,"Pacaembu, Sao Paulo",Arthur Ellis (Referee) · Prudencio Garcia (AR1) · Charles De La Salle (AR2),1950-07-02,2–0,Arthur Ellis,,Group stage,Brazil,1950
Uruguay,Bolivia,8,,,0,,,Juan Lopez,Obdulio Varela,Mario Pretto,José Bustamante,Óscar Míguez · 14|Ernesto Vidal · 18|Juan Alberto Schiaffino · 23|Óscar Míguez · 40|Óscar Míguez · 51|Juan Alberto Schiaffino · 54|Julio Pérez · 83|Alcides Ghiggia · 87,,5284,"Independencia, Belo Horizonte",George Reader (Referee) · Mario Viana (AR1) · Leo Lemesic (AR2),1950-07-02,8–0,George Reader,,Group stage,Brazil,1950
Spain,England,1,,,0,,,Guillermo Eizaguirre,Agustín Gaínza,Walter Winterbottom,Billy Wright,Telmo Zarra · 48,,74462,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Giovanni Galeati (Referee) · Jean Lutz (AR1) · Generoso Dattilo (AR2),1950-07-02,1–0,Giovanni Galeati,,Group stage,Brazil,1950
Switzerland,Mexico,2,,,1,,,Franco Andreoli,Roger Bocquet,Octavio Vial,Horacio Casarín,René Bader · 10|Charles Antenen · 44,Horacio Casarín · 89,3580,"Eucaliptos, Porto Alegre",Ivan Eklind (Referee) · Gunnar Dahlner (AR1) · Sergio Bustamante (AR2),1950-07-02,2–1,Ivan Eklind,,Group stage,Brazil,1950
Brazil,Yugoslavia,2,,,0,,,Flavio Costa,Augusto da Costa,Milorad Arsenijevic,Zlatko Čajkovski,Ademir · 4|Zizinho · 69,,142429,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Benjamin Griffiths (Referee) · Alois Beranek (AR1) · Jose Da Costa Vieira (AR2),1950-07-01,2–0,Benjamin Griffiths,,Group stage,Brazil,1950
Spain,Chile,2,,,0,,,Guillermo Eizaguirre,Agustín Gaínza,Arturo Bucciardi,Sergio Livingstone,Estanislau Basora · 17|Telmo Zarra · 30,,19790,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Alberto Malcher (Referee) · Esteban Marino (AR1) · Alfredo Alvarez (AR2),1950-06-29,2–0,Alberto Malcher,,Group stage,Brazil,1950
United States,England,1,,,0,,,Bill Jeffrey,Ed McIlvenny,Walter Winterbottom,Billy Wright,Joe Gaetjens · 38,,10151,"Independencia, Belo Horizonte",Generoso Dattilo (Referee) · Charles De La Salle (AR1) · Giovanni Galeati (AR2),1950-06-29,1–0,Generoso Dattilo,,Group stage,Brazil,1950
Sweden,Paraguay,2,,,2,,,George Raynor,Erik Nilsson,Manuel Fleitas Solich,César López Fretes,Stig Sundqvist · 17|Karl-Erik Palmér · 26,César López Fretes · 35|Atilio López · 74,7903,"Durival de Brito, Curitiba",Robert Mitchell (Referee) · Leo Lemesic (AR1) · Prudencio Garcia (AR2),1950-06-29,2–2,Robert Mitchell,,Group stage,Brazil,1950
Brazil,Switzerland,2,,,2,,,Flavio Costa,Augusto da Costa,Franco Andreoli,Alfred Bickel,Alfredo II · 3|Baltazar · 32,Jacques Fatton · 17|Jacques Fatton · 88,42032,"Pacaembu, Sao Paulo",Ramon Azon Roma (Referee) · Sergio Bustamante (AR1) · Cayetano De Nicola (AR2),1950-06-28,2–2,Ramon Azon Roma,,Group stage,Brazil,1950
Yugoslavia,Mexico,4,,,1,,,Milorad Arsenijevic,Ivica Horvat,Octavio Vial,Horacio Casarín,Stjepan Bobek · 20|Željko Čajkovski · 23|Željko Čajkovski · 51|Kosta Tomašević · 81,Héctor Ortiz (P) · 89,11078,"Eucaliptos, Porto Alegre",Reginald Leafe (Referee) · Gunnar Dahlner (AR1) · Karel Van Der Meer (AR2),1950-06-28,4–1,Reginald Leafe,,Group stage,Brazil,1950
Sweden,Italy,3,,,2,,,George Raynor,Erik Nilsson,Ferruccio Novo,Riccardo Carapellese,Hasse Jeppson · 25|Sune Andersson · 34|Hasse Jeppson · 69,Riccardo Carapellese · 7|Ermes Muccinelli · 78,36502,"Pacaembu, Sao Paulo",Jean Lutz (Referee) · Alois Beranek (AR1) · Carlos Tejada (AR2),1950-06-25,3–2,Jean Lutz,,Group stage,Brazil,1950
England,Chile,2,,,0,,,Walter Winterbottom,Billy Wright,Arturo Bucciardi,Sergio Livingstone,Stan Mortensen · 39|Wilf Mannion · 51,,29703,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Karel Van Der Meer (Referee) · Mario Gardelli (AR1) · Gunnar Dahlner (AR2),1950-06-25,2–0,Karel Van Der Meer,,Group stage,Brazil,1950
Spain,United States,3,,,1,,,Guillermo Eizaguirre,Ignacio Eizaguirre,Bill Jeffrey,Harry Keough,Silvestre Igoa · 81|Estanislau Basora · 83|Telmo Zarra · 89,Gino Pariani · 17,9511,"Durival de Brito, Curitiba",Mario Viana (Referee) · Jose Da Costa Vieira (AR1) · Charles De La Salle (AR2),1950-06-25,3–1,Mario Viana,,Group stage,Brazil,1950
Yugoslavia,Switzerland,3,,,0,,,Milorad Arsenijevic,Rajko Mitić,Franco Andreoli,Alfred Bickel,Rajko Mitić · 59|Kosta Tomašević · 70|Tihomir Ognjanov · 84,,7336,"Independencia, Belo Horizonte",Giovanni Galeati (Referee) · Ivan Eklind (AR1) · Generoso Dattilo (AR2),1950-06-25,3–0,Giovanni Galeati,,Group stage,Brazil,1950
Brazil,Mexico,4,,,0,,,Flavio Costa,Augusto da Costa,Octavio Vial,Alfonso Montemayor,Ademir · 30|Jair da Rosa Pinto · 65|Baltazar · 71|Ademir · 79,,81649,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",George Reader (Referee) · Benjamin Griffiths (AR1) · George Mitchell (AR2),1950-06-24,4–0,George Reader,,Group stage,Brazil,1950
